sample,time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
4461,43.56445313,-6.799233788,2.8185225,7.036888518,6.363790091,18.2688152,-0.271067661
4462,43.57421875,-6.81128166,3.055232725,7.047678743,6.852548088,16.62018998,0.836101613
4463,43.58398438,-6.684817698,3.371278818,7.044871934,9.034822551,14.40221682,1.33310728
4464,43.59375,-6.693661398,3.194585689,7.063275269,11.87853964,13.12535689,0.603015605
4465,43.60351563,-6.651005505,3.198772322,7.105655479,13.39043162,12.61103482,0.177175468
4466,43.61328125,-6.713780221,3.519839987,6.873832744,14.53604619,12.75073826,0.368611886
4467,43.62304688,-6.607601756,3.683253082,6.820451547,14.59652162,12.87937995,-0.062448891
4468,43.6328125,-6.669066482,3.703216712,6.791623795,13.68871819,14.04233316,-1.79034378
4469,43.64257813,-6.870795951,3.643896895,6.566507965,13.02714553,14.23823602,-3.643713251
4470,43.65234375,-6.769808836,3.544536892,6.627937881,12.30791533,13.31718847,-3.959052975
4471,43.66210938,-6.72147546,3.414833252,6.732506889,11.8232727,13.86179197,-4.391467777
4472,43.671875,-6.79208977,3.470763404,6.700446521,12.60499113,14.80169026,-5.37119785
4473,43.68164063,-6.85136357,3.430980371,6.543358541,13.26631608,15.67860191,-6.351765452
4474,43.69140625,-6.895265739,3.259571123,6.389456512,14.17000105,16.44160072,-7.578237673
4475,43.70117188,-6.758101843,3.415398788,6.272610002,13.6217709,16.64211557,-5.174509321
4476,43.7109375,-6.690859689,3.053655332,6.470043603,13.55568445,18.17415953,-6.094847379
4477,43.72070313,-6.64322138,3.1580939,6.752907896,14.87581682,20.47618667,-8.115777627
4478,43.73046875,-6.328697229,3.729516842,7.404392953,14.55918606,24.52025361,-10.69425444
4479,43.74023438,-6.19124692,4.105079769,7.89067134,11.26986718,32.23627552,-14.38562555
4480,43.75,-6.430142359,4.454820563,7.886769162,10.74421639,42.74743577,-18.66996308
4481,43.75976563,-6.48106551,5.064820294,7.780049152,6.846990859,51.30067366,-22.11479235
4482,43.76953125,-6.432264373,4.963791478,7.817896607,0.953069707,61.92314208,-28.27697348
4483,43.77929688,-6.792408843,4.803872988,7.845056388,-5.182143138,72.85805012,-35.36463373
4484,43.7890625,-6.943212855,4.041300505,8.23121232,-14.15585532,83.46910397,-40.30890855
4485,43.79882813,-6.915247334,3.1663313,8.83245772,-23.38736715,96.53211415,-42.53169197
4486,43.80859375,-6.624838745,3.274624936,8.936191501,-22.25749979,112.4820771,-42.03860528
4487,43.81835938,-6.241909203,4.927540734,9.174900508,-7.49370239,130.1030234,-43.44369447
4488,43.828125,-5.828106783,5.153551519,9.68150677,0.805407749,151.3348081,-50.54477161
4489,43.83789063,-5.754784754,4.299464995,10.26813433,2.089739405,175.8567193,-58.41070606
4490,43.84765625,-5.571768542,3.689998413,10.67443899,2.303315564,194.5432773,-59.08489019
4491,43.85742188,-5.516053731,3.321264106,10.73289666,2.444939256,226.3544836,-54.40860289
4492,43.8671875,-6.477208383,3.743115612,10.29042385,4.456114525,257.6214966,-47.50382103
4493,43.87695313,-5.632173701,3.917780283,10.94952886,22.09885478,276.3510513,-41.67272243
4494,43.88671875,-8.137270984,6.580337803,12.19220201,40.36687884,310.391112,-55.95727811
4495,43.89648438,-7.843552203,11.10398976,13.2058631,39.71292287,328.10816,-75.82438235
4496,43.90625,-10.39748976,8.744619327,15.75814585,23.63463335,391.9815839,-133.0550836
4497,43.91601563,-15.73871377,2.880486287,15.82703055,46.08732537,467.9595918,-170.6139003
4498,43.92578125,-20.60491109,1.925002606,13.83945,81.7018623,515.2051775,-166.9354736
4499,43.93554688,-24.89706817,2.175090989,14.28995135,116.6912207,546.3191729,-140.9234649
4500,43.9453125,-23.24263767,3.676407691,16.87738124,162.9907348,545.8447559,-111.8787755
4501,43.95507813,-20.04878795,4.131146404,22.30932534,200.182283,529.289392,-110.9433287
4502,43.96484375,-26.83103186,8.190667493,22.58349974,229.879983,527.8134726,-110.6108282
4503,43.97460938,-28.55680927,10.74559092,16.10380951,235.7165141,513.2869315,-130.3716451
4504,43.984375,-9.239805322,-4.044423864,13.10314326,139.659293,322.4641356,-136.0936214
4505,43.99414063,-23.11342957,-0.371034413,20.50299419,108.8022044,71.97262238,-60.38282025
4506,44.00390625,-48.44896506,13.95034086,19.28435332,130.8496109,61.67944367,-43.64948014
4507,44.01367188,-23.38593287,6.064927816,19.94904474,47.2035256,-125.0264438,-13.8225509
4508,44.0234375,0.462749323,1.156701644,19.98917793,20.91454595,-240.5905575,13.40031752
4509,44.03320313,4.593732307,2.416741874,17.83015114,39.07549588,-231.105993,24.32206751
4510,44.04296875,3.376430054,5.188871493,14.34056921,36.07897944,-224.7860799,29.69554048
4511,44.05273438,-0.658087786,5.689177876,11.17478576,-6.542976509,-226.8579882,44.89147138
4512,44.0625,-3.460561911,4.311058533,9.364070491,-38.360917,-245.1594638,69.09297687
4513,44.07226563,-2.187513092,3.144361244,8.758826005,-56.5446292,-279.0558918,104.1057671
4514,44.08203125,-0.476579345,2.996716899,7.862866936,-67.08837317,-296.1833336,141.6836538
4515,44.09179688,-1.15704151,3.840072993,6.990682237,-72.77930971,-300.86653,165.2647891
4516,44.1015625,-0.572886816,4.881064255,6.289219811,-83.79395355,-315.8813632,190.0781044
4517,44.11132813,-0.790294376,6.200717304,5.323370056,-100.9924257,-319.54915,199.8471395
4518,44.12109375,-1.283900788,5.158604492,5.112294532,-125.9768012,-317.9970009,195.7144373
4519,44.13085938,-2.531334595,3.44341314,5.534722429,-140.7652918,-315.5190627,190.7120084
4520,44.140625,-3.563739689,2.511411855,5.598845703,-135.8655556,-317.6079555,189.8045903
4521,44.15039063,-4.356637766,4.213901002,6.139660695,-124.6650626,-325.1294491,189.7125996
4522,44.16015625,-6.534428641,4.838719434,6.637001945,-125.3498649,-331.6456147,184.936416
4523,44.16992188,-7.802643117,4.715116107,7.115363215,-126.4626401,-337.2039057,180.7165601
4524,44.1796875,-9.295227414,3.629225418,8.130849688,-126.1578558,-348.1187103,174.2028896
4525,44.18945313,-10.32379855,3.683941978,8.437662111,-116.9575782,-363.0915515,164.8214525
4526,44.19921875,-11.55490636,4.152418353,8.694250367,-106.7230158,-378.0390922,150.510345
4527,44.20898438,-11.73111279,4.723347357,9.875969223,-97.64482852,-389.1688714,131.2715005
4528,44.21875,-12.81120571,4.22894807,12.20283713,-93.17840877,-393.5128296,107.8994376
4529,44.22851563,-16.69354464,5.168580635,13.57560362,-80.91768448,-398.3283455,80.37096588
4530,44.23828125,-21.78327503,8.211060788,12.39700303,-65.42498605,-409.4451493,50.86315755
4531,44.24804688,-24.72356028,8.911045355,11.61849709,-64.66138982,-423.6548358,32.37283738
4532,44.2578125,-27.01681112,8.961903976,9.985958215,-65.29234229,-439.3357418,21.76635202
4533,44.26757813,-28.09594838,9.698714387,7.085597906,-60.37675569,-435.2794773,29.64013674
4534,44.27734375,-27.95520308,9.176262803,4.400489953,-61.25477824,-421.3362851,45.22958764
4535,44.28710938,-28.73999883,6.353569229,2.23234691,-65.33604576,-393.5754774,60.29543523
4536,44.296875,-29.94194209,4.454193342,-0.465403572,-53.24247784,-352.2764529,71.91352846
4537,44.30664063,-29.35921383,3.139706987,-4.175766117,-40.1736678,-296.3295981,72.29859033
4538,44.31640625,-30.29190536,1.050925394,-11.80215842,-48.09747595,-214.76851,66.74278872
4539,44.32617188,-32.00128007,0.884117745,-18.05112768,-72.83482689,-148.1308015,53.89286217
4540,44.3359375,-31.92383863,2.993203878,-20.65117336,-86.61122486,-110.5789802,29.64743917
4541,44.34570313,-32.03155006,1.556979806,-25.73869951,-88.81735518,-46.19432321,-24.42579824
4542,44.35546875,-29.90730679,-6.149196033,-25.88373777,-59.60233752,4.253213384,-63.1490437
4543,44.36523438,-27.38475917,-10.07971736,-17.00259622,-12.2261719,53.31184599,-60.88441033
4544,44.375,-26.55188431,-6.935666294,-10.80015861,59.69090295,112.783285,-40.44448043
4545,44.38476563,-24.42251337,-6.043381948,-5.348932641,126.0358329,153.3172022,-25.83604979
4546,44.39453125,3.700669757,-3.700196872,21.6935352,215.2909113,41.56917082,3.782642614
4547,44.40429688,16.28681682,0.928209683,30.46568945,215.1467608,50.28778771,-6.798184945
4548,44.4140625,16.69746285,25.11193937,16.07775822,197.1003315,130.1312994,-86.86985976
4549,44.42382813,6.440221081,43.00608134,-3.420900864,148.3252444,210.3075487,-196.2151656
4550,44.43359375,-26.89521001,17.62324688,-1.910197309,45.93446624,419.7546062,-368.5553165
4551,44.44335938,-25.32218388,14.10496121,5.776436867,-38.12753007,386.5238452,-277.927274
4552,44.453125,-3.077014432,26.65904041,3.09968248,-31.94598066,309.3941336,-114.0108943
4553,44.46289063,-19.32579197,19.08128628,2.147316382,-69.84286233,353.2237859,-166.5500008
4554,44.47265625,-23.04299727,-12.33287735,18.77992768,-139.5412125,262.5398734,-232.3046648
4555,44.48242188,-43.59226008,-7.490345317,10.11045214,-69.79152061,242.1129941,-203.3322617
4556,44.4921875,-49.72415787,-11.6105592,4.483993796,-19.15478924,173.1432733,-154.8248725
4557,44.50195313,-2.088492977,1.402750529,14.68468448,-24.9674856,-32.32266009,6.177772833
4558,44.51171875,-1.813737346,16.46286203,4.315764989,27.22589518,35.01860611,-1.092661398
4559,44.52148438,-9.598471905,-0.397308301,7.105193663,-25.11362484,45.95893012,-56.16449119
4560,44.53125,-7.641611238,-1.845998038,8.028337061,-25.71983979,28.97270045,-42.47015945
4561,44.54101563,-7.583213639,0.996564183,7.780610881,-10.59941609,30.10877206,-29.98916187
4562,44.55078125,-6.754586252,3.140420121,7.418268791,-5.442341651,22.84532578,-25.7931145
4563,44.56054688,-7.263935993,1.32670092,7.66206028,-10.19776629,21.46480725,-28.96845365
4564,44.5703125,-7.333623985,1.628766542,7.298629519,-6.37879683,16.8087291,-25.94229347
4565,44.58007813,-7.220218568,1.044213804,7.234991693,-3.222483847,12.08667147,-23.41327421
4566,44.58984375,-7.388715642,0.179137514,7.65662094,1.323850565,6.585394329,-19.89280915
4567,44.59960938,-7.184267706,0.931375361,7.565534526,9.240260948,2.334130237,-14.37665534
4568,44.609375,-6.988560954,1.724369389,7.348472344,10.99675178,0.017291382,-11.66139852
4569,44.61914063,-6.782165493,2.015397318,7.537347356,11.42459154,-1.068140394,-11.78635176
4570,44.62890625,-6.641146308,1.903530346,7.672214996,11.35329042,1.242687389,-11.84037094
4571,44.63867188,-6.548219661,1.907044716,7.575514752,10.8522761,5.31893795,-12.56903112
4572,44.6484375,-6.704590405,1.670268225,7.505639984,8.595520324,11.02273026,-14.53481962
4573,44.65820313,-6.792953658,1.585479549,7.40621228,7.918907503,13.93934801,-15.20672595
4574,44.66796875,-6.753057765,1.520425035,7.358289064,8.513158172,15.64462437,-14.58085927
4575,44.67773438,-6.945127936,1.530241341,7.298947901,9.292817357,16.5042469,-14.1420459
4576,44.6875,-6.782101869,1.44198425,7.294127663,6.935136363,16.67899341,-12.24121013
4577,44.69726563,-6.951459107,1.093084035,7.243454218,2.031916466,19.11840924,-10.28388828
4578,44.70703125,-6.962747295,1.145808989,7.2138753,-4.076250793,20.54021133,-6.670708489
4579,44.71679688,-6.947299326,1.234019578,7.089132167,-10.30275849,21.5366596,-3.24468095
4580,44.7265625,-7.068819789,1.156855415,6.984778475,-13.99357754,22.52630141,-0.422534337
4581,44.73632813,-7.055007286,1.089772637,6.918018134,-14.29927426,22.48788432,1.981609148
4582,44.74609375,-7.160923525,0.682650241,6.908887694,-13.52157833,22.82543419,5.009509753
4583,44.75585938,-7.224813122,0.671596637,6.79826796,-9.488551713,23.25867889,9.781742065
4584,44.765625,-6.914088143,1.071155488,6.581349245,-5.336673728,24.12150745,14.43270197
4585,44.77539063,-7.052133501,0.807825014,6.653622803,-1.906144007,24.99416369,17.41440346
4586,44.78515625,-6.797263966,0.730104558,7.74283841,-5.058276633,25.95718803,22.89182608
4587,44.79492188,-6.367975994,1.593858946,8.257660336,-6.740866276,35.47616308,27.35784739
4588,44.8046875,-6.55553944,3.025306608,7.994248693,-6.37013697,47.32211909,24.50158959
4589,44.81445313,-6.326441111,3.643392419,7.972446768,-11.82508303,53.600294,20.79409301
4590,44.82421875,-6.272835209,4.280618054,7.93589806,-13.29109687,60.44514454,12.05061081
4591,44.83398438,-6.730804015,3.634587073,8.177512083,-17.40807725,67.71875828,-0.406303295
4592,44.84375,-6.626234362,3.44914488,8.358932081,-17.85498268,75.91749386,-8.954776861
4593,44.85351563,-6.942858876,2.504859491,8.834237774,-17.77704037,87.13641076,-15.26926956
4594,44.86328125,-6.74714582,2.088710552,9.577833956,-14.15006997,99.46496305,-17.98374396
4595,44.87304688,-6.379659052,2.645108741,9.937301776,-4.084058267,115.4944124,-20.40551588
4596,44.8828125,-6.481331213,4.161374603,9.806330435,7.126889885,134.3135007,-29.59742919
4597,44.89257813,-6.433705256,4.105794827,9.583675692,5.175839123,155.2376804,-41.07042258
4598,44.90234375,-6.436185118,3.577787232,9.542166917,5.112043151,171.2750876,-48.54096751
4599,44.91210938,-5.868714096,3.524609705,9.388245374,5.557868963,192.2931243,-50.37793074
4600,44.921875,-5.929854112,2.68674113,9.726763586,9.122947725,215.9327969,-48.55013744
4601,44.93164063,-5.771267024,2.514859469,10.15315435,16.50175963,237.2756802,-47.20424554
4602,44.94140625,-6.720491417,3.409546774,10.39496667,18.51613474,257.3073801,-46.01384887
4603,44.95117188,-6.237012273,3.902130017,11.47532334,19.85817141,269.6615544,-53.61335617
4604,44.9609375,-9.194112902,5.032344016,11.33022663,48.75592452,310.1673293,-90.76890401
4605,44.97070313,-13.25622007,3.69992468,11.64927429,77.51114655,350.9958876,-116.1415775
4606,44.98046875,-14.6572106,3.645136191,11.47736005,111.6589348,385.9709092,-137.8055983
4607,44.99023438,-17.54304303,3.051955245,9.041586973,147.6861569,444.3981638,-159.5017893
4608,45,-21.54094511,6.597571103,10.42452814,177.2397776,491.1173281,-174.239473
4609,45.00976563,-21.8188414,0.505731838,13.51192545,184.5606564,513.5539377,-177.3316401
4610,45.01953125,-25.70336836,2.11880313,17.76907404,241.5006736,500.9117981,-160.7356545
4611,45.02929688,-21.80778489,14.56365759,20.05189703,287.518082,457.8864681,-165.1521134
4612,45.0390625,-22.94382864,16.09189836,18.84212492,243.5452583,471.586681,-215.29798
4613,45.04882813,-17.70737079,9.798821084,13.04339958,177.3333755,416.4179728,-231.4988271
4614,45.05859375,-1.814640459,5.44886205,15.27357306,87.79662233,237.0809964,-165.6505114
4615,45.06835938,-25.47326413,18.83162268,17.32143083,-14.34630277,114.3133744,-85.42022726
4616,45.078125,-44.85915679,11.81576625,14.26133618,-100.5955205,58.38194434,-63.41817
4617,45.08789063,-12.1753718,0.833870056,16.81771719,-110.1933288,-148.1056438,20.57435578
4618,45.09765625,-1.024502231,0.771301896,17.42213271,-91.56433832,-213.5687269,72.87756121
4619,45.10742188,0.802643727,1.843463851,13.23777488,-70.48500322,-225.7343358,96.26176397
4620,45.1171875,-1.350151851,4.430003333,10.73532606,-47.44942118,-215.0689945,111.7776041
4621,45.12695313,-3.972641651,4.941810349,8.688159563,-60.8737687,-213.2683844,122.5103696
4622,45.13671875,-2.988398693,4.524604767,7.762764688,-75.85543524,-240.309674,136.4043267
4623,45.14648438,-3.157605572,3.731372168,7.0483522,-81.11820577,-254.0495824,146.7548511
4624,45.15625,-2.837933608,3.922998457,6.355375558,-78.27911715,-273.138985,163.1121703
4625,45.16601563,-2.073900543,5.740410874,5.918317301,-77.66254529,-294.1445533,178.7728361
4626,45.17578125,-1.541865518,6.76540547,5.125229292,-91.18988858,-308.1402977,188.03131
4627,45.18554688,-1.22997602,6.895012145,4.457324475,-108.6034861,-312.9229271,185.6427487
4628,45.1953125,-1.515953022,6.179791464,4.132406615,-125.0819569,-309.5934544,178.4138164
4629,45.20507813,-2.551702793,5.171365434,4.280908273,-129.7179294,-309.3380954,171.4200987
4630,45.21484375,-3.464135995,4.481381845,4.695381146,-123.1802781,-312.2110804,167.7423907
4631,45.22460938,-4.339933326,4.139745318,5.073183536,-115.385794,-314.4515178,168.3915269
4632,45.234375,-5.624597216,4.546801066,5.578825608,-99.67781336,-319.5131136,172.2793042
4633,45.24414063,-6.657481707,5.437836118,5.995170268,-87.15613832,-327.9484856,178.4831397
4634,45.25390625,-7.851924355,6.562862983,6.384523274,-80.79127077,-336.320489,185.2724499
4635,45.26367188,-9.21002583,7.185993405,6.717463696,-80.82898316,-342.2040493,188.4595938
4636,45.2734375,-8.825719856,6.760025678,7.892998784,-84.95928411,-349.0845249,187.9826304
4637,45.28320313,-9.981290736,7.48787965,8.324974583,-84.69740626,-353.209857,187.5378118
4638,45.29296875,-11.27693459,8.638113313,9.291407806,-83.89363387,-355.501653,182.7222767
4639,45.30273438,-11.44625531,8.893569383,10.35103668,-87.02865467,-354.2072785,177.3437813
4640,45.3125,-13.72859268,9.49593801,10.79931552,-89.99982542,-348.4994854,169.6990038
4641,45.32226563,-18.28752387,10.28496443,10.83807341,-90.91763079,-342.3611482,159.9688668
4642,45.33203125,-21.91718203,8.473618848,10.33890771,-88.62360851,-340.6676147,154.8047155
4643,45.34179688,-23.3924363,7.674446327,9.621269119,-77.98543211,-345.9554837,159.6526749
4644,45.3515625,-24.86733514,6.913606596,8.103266397,-65.18771951,-348.022339,163.1040961
4645,45.36132813,-26.03314087,4.813030087,5.391529826,-53.18572293,-332.2326615,158.5323423
4646,45.37109375,-26.35684736,2.483613878,1.440817899,-37.55863559,-303.8770836,151.6787486
4647,45.38085938,-27.42093384,2.465001423,-0.125421935,-36.52049448,-280.7272018,150.407437
4648,45.390625,-29.98607469,1.748111753,-3.800750937,-41.92339396,-229.9825553,133.2216965
4649,45.40039063,-33.74660239,-0.120182043,-11.61151662,-42.02389266,-170.6706847,97.03127232
4650,45.41015625,-32.74758972,-0.97452248,-14.90817147,-46.6566363,-148.314909,61.8611352
4651,45.41992188,-32.61163208,-1.886423904,-17.21600797,-42.25303287,-105.2379085,13.42309313
4652,45.4296875,-32.69530764,-5.379964477,-24.14048931,-15.59342596,-44.51432762,-41.74834956
4653,45.43945313,-29.82308902,-10.80775078,-21.84016583,21.80629604,-7.069094159,-66.28642899
4654,45.44921875,-29.32675859,-9.3125266,-15.48975016,91.40861505,55.46156172,-76.87701739
4655,45.45898438,-18.74173039,-2.013373573,-11.25946879,155.6026898,126.8773249,-90.48722488
4656,45.46875,-1.242205592,4.57946744,7.633090919,154.9620955,94.9862824,-85.542963
4657,45.47851563,-5.721373803,8.057483624,27.79823511,130.6133569,146.5346876,-141.9953731
4658,45.48828125,-0.625935827,12.93888417,22.60012482,136.6329513,140.8874245,-152.5328019
4659,45.49804688,-9.333960475,27.70327256,2.418786224,127.3711651,187.2249665,-159.4517293
4660,45.5078125,-18.66347105,25.68620728,-0.023013117,26.71176894,293.0733084,-208.5813704
4661,45.51757813,-21.95958682,23.58015094,6.991432891,-58.81354278,309.276424,-176.392926
4662,45.52734375,-10.97095793,20.1846974,4.461824617,-59.83734193,229.3892069,-96.04924328
4663,45.53710938,-3.331286031,4.379024543,6.016202947,-79.0801466,189.6834236,-95.7309751
4664,45.546875,-7.035147983,-10.33717988,12.7542913,-97.65452566,198.229409,-126.8876339
4665,45.55664063,-15.56013469,-11.07985854,10.51113242,-51.82585259,200.9429532,-113.6265078
4666,45.56640625,-17.76142005,3.196195539,7.066459216,17.18448832,163.4878176,-63.6196837
4667,45.57617188,-16.45930152,8.704926448,6.668149059,13.08538439,116.2589834,-40.30169287
4668,45.5859375,-11.41311133,6.523130803,8.450892304,10.02915528,69.56915751,-28.32713546
4669,45.59570313,-9.502466231,0.762362909,8.848334432,-3.826891284,54.32555544,-34.99029623
4670,45.60546875,-8.379241095,3.772070416,7.18010569,-0.363039147,46.74870927,-27.90468259
4671,45.61523438,-7.442011234,3.723335042,7.266902769,-1.779529246,38.82899562,-24.42326038
4672,45.625,-7.928113445,2.389544033,7.602901339,-3.692664347,35.33784274,-25.18548953
4673,45.63476563,-7.462919313,2.428520459,7.800412937,-4.094963423,29.93262335,-21.87517851
4674,45.64453125,-6.692409312,3.282885446,7.72380966,-5.722415119,28.46392883,-18.92760332
4675,45.65429688,-7.195598157,3.215771057,7.437334421,-7.651850687,28.3785579,-19.67807316
4676,45.6640625,-7.170068598,2.333775772,7.234590856,-9.683710206,24.14273536,-19.51817572
4677,45.67382813,-6.852908125,1.540898188,7.46383843,-10.52262789,21.4574071,-15.52207741
4678,45.68359375,-6.853278182,1.474013232,7.375838267,-7.68879206,20.2251954,-10.63842032
4679,45.69335938,-6.916791607,2.017280078,7.299016478,-4.912719047,18.69711758,-6.434661182
4680,45.703125,-6.924891333,2.612365154,7.117225907,-4.123742226,16.78864872,-3.722954777
4681,45.71289063,-6.94163838,2.591094607,7.09178533,-4.419433846,15.12592437,-2.619864524
4682,45.72265625,-6.8327955,2.548979898,7.088168692,-3.863827628,12.14124394,-1.578686137
4683,45.73242188,-6.72483972,2.678904764,7.129925619,-2.890538475,10.32645657,-1.024801044
4684,45.7421875,-6.688524553,2.778747311,7.212442406,-2.711084712,10.56959632,-0.776280054
4685,45.75195313,-6.66563968,2.933743167,7.194573153,-3.983056786,11.83498717,-1.580363617
4686,45.76171875,-6.569696,2.812944099,7.287173142,-5.016381653,13.65122802,-2.319617277
4687,45.77148438,-6.715583639,2.683543203,7.226508372,-5.205598973,15.60344159,-2.992373236
4688,45.78125,-6.656390207,2.623013917,7.091236456,-4.24416667,16.59895096,-3.354102691
4689,45.79101563,-6.743248427,2.485621722,7.118064607,-3.948149919,17.5056386,-2.547479909
4690,45.80078125,-6.844081552,2.30783239,6.924182439,-2.747194086,18.04761506,-0.565396785
4691,45.81054688,-6.755712643,2.132185303,6.994516874,-0.755038066,17.01566666,1.908785138
4692,45.8203125,-6.803846583,2.065944197,7.000793417,2.071966685,17.87663142,4.949033855
4693,45.83007813,-6.689083618,1.897111921,7.000237045,5.923554627,19.12516874,7.687451944
4694,45.83984375,-6.672040314,2.152556239,6.869104222,9.235350646,19.63244269,10.54389611
4695,45.84960938,-6.835674275,2.365095243,6.672835701,10.73658724,20.16799776,13.39113713
4696,45.859375,-6.89331734,2.320479244,6.751688548,12.06128087,19.85223774,15.98775729
4697,45.86914063,-6.690134755,2.09302955,7.177095577,12.60053397,19.64062964,18.82745813
4698,45.87890625,-6.284790672,2.488775213,7.872977161,14.26793684,23.21777706,21.87119464
4699,45.88867188,-6.292148949,3.487619498,7.924348579,13.85274873,34.46843577,21.47636519
4700,45.8984375,-6.502081914,3.631479259,7.908925851,10.18045249,45.86159374,19.70815358
4701,45.90820313,-6.450081767,4.163567352,8.080077228,7.009347096,54.31805526,15.40308054
4702,45.91796875,-6.759280009,4.057929641,7.91495087,-0.029857287,64.48742646,9.726947307
4703,45.92773438,-6.641542304,4.041936816,8.198415299,-5.510291408,75.80245863,6.838783809
4704,45.9375,-6.738939455,3.82582718,8.326179162,-8.461542829,88.44782411,3.413044043
4705,45.94726563,-6.262671666,3.976866428,9.150644506,-1.862717275,99.1208013,-3.301665787
4706,45.95703125,-6.103921448,4.220775432,9.241573194,6.674684991,108.0580074,-9.518945133
4707,45.96679688,-6.427163171,5.188240233,8.413836878,15.7936512,122.7052362,-18.85948945
4708,45.9765625,-6.329817341,6.080461417,8.852252004,17.26158401,135.104726,-29.60430073
4709,45.98632813,-5.980870989,5.074411251,9.697446284,14.184164,151.1800258,-39.37266669
4710,45.99609375,-5.685175862,5.048802167,9.995429752,15.35995283,172.3860107,-45.0915954
4711,46.00585938,-5.811372298,4.563085099,10.16976258,16.81301164,198.3268039,-49.74393238
4712,46.015625,-6.101618396,4.667357796,10.68819231,21.33916972,224.8558847,-53.32973331
4713,46.02539063,-5.129860398,4.890367661,12.00889232,23.32519242,250.7226839,-51.87243811
4714,46.03515625,-5.446845985,5.145444172,13.21698454,27.00882531,276.4966185,-54.7249325
4715,46.04492188,-4.363474358,5.72517003,15.67055249,43.27914421,309.3097285,-61.99154017
4716,46.0546875,-5.737323732,5.607633946,17.36081601,41.53061792,355.0252521,-84.66626225
4717,46.06445313,-7.673849927,6.374998972,17.02480962,44.63292646,408.8692288,-108.2131245
4718,46.07421875,-11.48612533,3.937717899,16.86367396,53.9842322,468.7388355,-132.6939447
4719,46.08398438,-12.54151345,2.160166254,17.1863504,73.30293438,531.0348661,-134.6605442
4720,46.09375,-22.61195435,-2.073725362,15.73129344,97.54824288,606.7169217,-126.0065702
4721,46.10351563,-22.44696945,-3.705104428,12.55649264,168.5076787,624.4206041,-99.3628955
4722,46.11328125,-24.82929945,-0.912908071,14.45172272,246.9244932,609.8465388,-73.28665732
4723,46.12304688,-25.53750269,7.060555429,14.37209642,324.6214439,551.1957829,-67.53949313
4724,46.1328125,-21.68301832,15.16613348,4.68538669,279.8527503,485.2665479,-100.3234647
4725,46.14257813,-16.85473872,8.018885107,13.73549457,103.6335954,215.5247795,-120.7966437
4726,46.15234375,-62.50371728,13.90560734,11.85555891,69.24345975,116.9498172,-132.2966311
4727,46.16210938,-28.67560231,1.27577667,16.45234355,40.10208015,-148.2945914,-100.7972099
4728,46.171875,-2.634753289,-5.067752052,18.18426253,47.9728599,-287.1022085,-45.71989685
4729,46.18164063,5.547439321,1.820954708,15.4209957,122.6705102,-305.7971404,-21.21930494
4730,46.19140625,3.890253495,5.908337923,13.11148737,143.4192129,-280.8255669,-14.05508795
4731,46.20117188,0.97984328,9.026153025,10.74185105,120.7266011,-270.0039656,-8.026886105
4732,46.2109375,0.858309371,9.967065391,9.070664759,70.17561713,-280.7715595,9.874050699
4733,46.22070313,1.836485132,8.871381585,8.034281661,14.55546993,-292.8982125,31.50721183
4734,46.23046875,2.244077862,7.64009834,7.6020754,-31.4641961,-297.4605534,64.19653263
4735,46.24023438,1.641108802,6.272173002,7.200680554,-63.57472449,-299.0484552,106.7761081
4736,46.25,0.673453224,5.506602228,6.777403434,-80.04943422,-302.3193865,150.7256142
4737,46.25976563,-0.687381853,5.561223637,6.22320689,-86.32145273,-304.3552699,188.9948087
4738,46.26953125,-2.300009839,5.870183243,5.707488646,-95.17496671,-306.5812298,219.9708492
4739,46.27929688,-2.70026187,5.95454533,5.622606406,-102.6628159,-311.3128466,235.8315349
4740,46.2890625,-3.25598038,6.045769138,5.93833748,-112.8627574,-314.2322684,244.5904234
4741,46.29882813,-4.325282667,5.527613678,6.148095856,-125.2337172,-314.7773005,245.8821189
4742,46.30859375,-5.742729952,5.370252514,6.396049073,-130.3455256,-316.7496594,241.0373041
4743,46.31835938,-6.911721499,5.706426373,6.90584818,-131.7037202,-319.6902713,231.8902181
4744,46.328125,-8.709328525,5.645034582,7.537942626,-136.371246,-324.3190707,221.7332461
4745,46.33789063,-10.68024964,4.902639051,8.398565424,-139.755881,-332.272597,211.7563687
4746,46.34765625,-11.84910248,4.710780458,8.784320325,-133.6554356,-342.0484459,200.77318
4747,46.35742188,-12.3374074,5.11648768,8.986399738,-125.157968,-348.6310912,190.7387355
4748,46.3671875,-12.71379669,5.948182012,10.43994666,-116.2305766,-354.4483208,174.2318793
4749,46.37695313,-14.44150299,7.073200642,12.09289842,-111.5491429,-355.2124916,156.2402599
4750,46.38671875,-18.2315604,8.214774691,12.61426207,-109.8118993,-357.1269637,133.9730155
4751,46.39648438,-20.89686781,9.63983243,11.09450783,-107.414878,-369.6288205,108.4028597
4752,46.40625,-22.01006053,10.30053906,9.0284116,-101.0443084,-379.4151788,80.76515452
4753,46.41601563,-23.4580155,10.55961548,7.271236403,-91.02996121,-370.1508594,57.03709504
4754,46.42578125,-27.44615458,9.138044419,5.58092076,-77.98953961,-353.6693313,43.2815104
4755,46.43554688,-30.31479952,6.640181894,4.108442274,-66.19345618,-347.2010141,43.98148754
